champ1,champ2,win,count
2,31,0.416666667,24
76,120,0.333333333,24
57,266,0.666666667,24
20,223,0.5,24
48,106,0.541666667,24
28,57,0.291666667,24
9,63,0.583333333,24
59,163,0.625,24
77,266,0.416666667,24
28,80,0.541666667,24
23,106,0.583333333,24
53,157,0.333333333,24
35,145,0.458333333,24
72,121,0.541666667,24
90,104,0.583333333,24
78,86,0.541666667,24
2,107,0.416666667,24
17,145,0.416666667,24
24,81,0.666666667,24
53,141,0.47826087,23
84,145,0.47826087,23
14,28,0.52173913,23
3,121,0.652173913,23
78,102,0.608695652,23
11,43,0.47826087,23
11,41,0.347826087,23
4,11,0.391304348,23
23,35,0.52173913,23
3,59,0.391304348,23
92,254,0.652173913,23
107,236,0.47826087,23
62,122,0.608695652,23
54,63,0.652173913,23
36,92,0.47826087,23
92,131,0.391304348,23
36,120,0.565217391,23
23,254,0.347826087,23
89,104,0.695652174,23
35,63,0.47826087,23
32,75,0.652173913,23
104,133,0.52173913,23
5,102,0.565217391,23
79,102,0.52173913,23
21,141,0.52173913,23
99,254,0.260869565,23
56,266,0.47826087,23
113,555,0.434782609,23
107,432,0.565217391,23
35,86,0.608695652,23
10,107,0.434782609,23
24,222,0.52173913,23
9,76,0.347826087,23
24,72,0.47826087,23
33,56,0.52173913,23
28,33,0.47826087,23
19,25,0.652173913,23
17,131,0.434782609,23
29,78,0.695652174,23
48,77,0.434782609,23
56,80,0.52173913,23
30,54,0.913043478,23
67,157,0.391304348,23
32,202,0.608695652,23
29,86,0.217391304,23
35,122,0.434782609,23
30,555,0.695652174,23
36,154,0.739130435,23
57,84,0.47826087,23
14,17,0.52173913,23
5,113,0.47826087,23
20,43,0.347826087,23
120,164,0.47826087,23
24,133,0.52173913,23
24,236,0.695652174,23
36,106,0.5,22
53,107,0.181818182,22
56,63,0.681818182,22
28,145,0.454545455,22
48,157,0.5,22
29,102,0.545454545,22
131,145,0.454545455,22
104,201,0.727272727,22
14,35,0.454545455,22
79,164,0.590909091,22
54,133,0.5,22
14,266,0.636363636,22
17,92,0.272727273,22
54,122,0.454545455,22
122,203,0.5,22
28,245,0.545454545,22
104,115,0.681818182,22
13,64,0.409090909,22
122,555,0.590909091,22
122,157,0.363636364,22
36,163,0.5,22
29,36,0.409090909,22
14,145,0.5,22
35,245,0.454545455,22
120,154,0.545454545,22
120,245,0.227272727,22
2,28,0.363636364,22
76,164,0.363636364,22
35,106,0.409090909,22
48,54,0.590909091,22
79,113,0.409090909,22
76,157,0.590909091,22
29,203,0.5,22
28,164,0.545454545,22
13,104,0.363636364,22
78,163,0.545454545,22
19,99,0.409090909,22
20,61,0.5,22
145,245,0.590909091,22
58,107,0.409090909,22
84,245,0.318181818,22
113,254,0.318181818,22
4,104,0.363636364,22
106,120,0.5,22
63,122,0.545454545,22
11,13,0.545454545,22
30,120,0.545454545,22
64,222,0.5,22
5,92,0.545454545,22
3,203,0.590909091,22
84,131,0.454545455,22
24,74,0.590909091,22
33,77,0.545454545,22
22,24,0.5,22
141,516,0.590909091,22
84,154,0.363636364,22
86,111,0.681818182,22
20,497,0.454545455,22
11,421,0.318181818,22
157,412,0.590909091,22
59,105,0.590909091,22
9,84,0.272727273,22
31,164,0.409090909,22
104,421,0.590909091,22
3,555,0.5,22
64,115,0.545454545,22
12,24,0.545454545,22
76,79,0.363636364,22
105,157,0.636363636,22
68,555,0.409090909,22
9,33,0.454545455,22
68,141,0.636363636,22
21,31,0.727272727,22
35,48,0.545454545,22
102,266,0.285714286,21
79,245,0.380952381,21
32,238,0.523809524,21
57,81,0.80952381,21
54,76,0.523809524,21
24,67,0.523809524,21
53,121,0.428571429,21
54,111,0.476190476,21
24,68,0.476190476,21
17,56,0.476190476,21
68,107,0.571428571,21
77,122,0.333333333,21
57,80,0.476190476,21
62,105,0.380952381,21
33,35,0.476190476,21
5,111,0.523809524,21
48,76,0.523809524,21
120,163,0.523809524,21
107,516,0.476190476,21
48,84,0.285714286,21
14,102,0.619047619,21
9,266,0.476190476,21
48,56,0.333333333,21
45,107,0.523809524,21
14,59,0.571428571,21
20,421,0.523809524,21
79,106,0.285714286,21
33,36,0.428571429,21
23,76,0.476190476,21
64,240,0.666666667,21
77,92,0.619047619,21
64,420,0.571428571,21
36,56,0.571428571,21
64,516,0.428571429,21
104,117,0.714285714,21
78,99,0.619047619,21
133,141,0.333333333,21
33,59,0.523809524,21
102,245,0.428571429,21
201,236,0.428571429,21
11,119,0.476190476,21
54,164,0.476190476,21
121,163,0.714285714,21
35,92,0.523809524,21
19,164,0.476190476,21
102,157,0.428571429,21
76,131,0.523809524,21
39,86,0.285714286,21
30,121,0.428571429,21
141,202,0.428571429,21
62,412,0.428571429,21
54,516,0.571428571,21
39,62,0.333333333,21
3,19,0.476190476,21
30,203,0.761904762,21
29,33,0.6,20
80,131,0.4,20
62,75,0.4,20
5,39,0.2,20
23,68,0.45,20
17,33,0.55,20
20,103,0.5,20
80,145,0.55,20
36,48,0.35,20
79,154,0.35,20
57,63,0.75,20
81,121,0.65,20
20,110,0.4,20
164,203,0.55,20
91,121,0.6,20
17,106,0.45,20
91,120,0.35,20
36,39,0.7,20
24,41,0.4,20
76,266,0.2,20
54,154,0.55,20
48,555,0.4,20
32,96,0.55,20
91,254,0.45,20
157,497,0.4,20
120,202,0.5,20
39,78,0.4,20
5,412,0.6,20
120,145,0.6,20
12,62,0.45,20
80,245,0.25,20
58,203,0.55,20
5,164,0.35,20
56,106,0.45,20
30,31,0.65,20
14,555,0.45,20
3,56,0.55,20
31,105,0.6,20
20,498,0.55,20
32,74,0.6,20
58,75,0.6,20
17,27,0.5,20
91,555,0.45,20
48,245,0.7,20
39,102,0.25,20
24,27,0.5,20
77,245,0.45,20
44,141,0.45,20
35,102,0.5,20
20,101,0.45,20
30,157,0.8,20
102,106,0.55,20
2,121,0.5,20
63,84,0.55,20
63,80,0.6,20
32,143,0.85,20
77,154,0.4,20
19,105,0.4,20
2,157,0.4,20
23,30,0.6,20
63,77,0.65,20
24,516,0.6,20
80,106,0.65,20
121,516,0.4,20
72,79,0.55,20
82,555,0.45,20
29,106,0.55,20
4,20,0.5,20
23,33,0.6,20
24,421,0.6,20
25,62,0.4,20
24,60,0.45,20
56,111,0.45,20
32,236,0.6,20
60,121,0.65,20
32,58,0.55,20
78,80,0.789473684,19
412,555,0.315789474,19
23,36,0.631578947,19
86,154,0.526315789,19
56,57,0.526315789,19
48,120,0.368421053,19
33,245,0.684210526,19
120,266,0.631578947,19
31,238,0.473684211,19
14,78,0.473684211,19
107,143,0.631578947,19
31,245,0.473684211,19
81,555,0.368421053,19
82,203,0.473684211,19
48,131,0.473684211,19
105,266,0.421052632,19
28,133,0.315789474,19
48,145,0.421052632,19
23,102,0.684210526,19
102,131,0.368421053,19
80,111,0.578947368,19
29,266,0.368421053,19
33,131,0.578947368,19
36,80,0.421052632,19
103,104,0.578947368,19
21,59,0.473684211,19
29,53,0.473684211,19
5,163,0.736842105,19
59,68,0.631578947,19
23,145,0.526315789,19
31,67,0.421052632,19
62,111,0.526315789,19
31,131,0.473684211,19
62,91,0.368421053,19
2,9,0.526315789,19
19,72,0.631578947,19
39,79,0.526315789,19
48,86,0.526315789,19
104,420,0.526315789,19
14,120,0.526315789,19
9,67,0.421052632,19
5,420,0.578947368,19
36,131,0.631578947,19
76,106,0.473684211,19
39,157,0.368421053,19
9,48,0.315789474,19
48,63,0.789473684,19
24,223,0.631578947,19
154,254,0.578947368,19
48,59,0.578947368,19
28,30,0.631578947,19
35,131,0.473684211,19
21,157,0.526315789,19
64,432,0.526315789,19
164,266,0.315789474,19
62,420,0.684210526,19
24,45,0.421052632,19
53,111,0.421052632,19
29,48,0.526315789,19
54,61,0.631578947,19
91,203,0.421052632,19
11,22,0.315789474,19
102,145,0.473684211,19
31,48,0.684210526,19
11,85,0.368421053,19
5,23,0.473684211,19
67,78,0.368421053,19
2,79,0.631578947,19
41,64,0.315789474,19
62,67,0.684210526,19
57,102,0.578947368,19
79,163,0.684210526,19
11,18,0.526315789,19
20,114,0.473684211,19
31,39,0.473684211,19
163,555,0.421052632,19
86,102,0.526315789,19
20,90,0.526315789,19
113,145,0.368421053,19
24,61,0.473684211,19
104,240,0.473684211,19
56,245,0.421052632,19
11,40,0.578947368,19
36,75,0.421052632,19
33,106,0.526315789,19
68,121,0.526315789,19
36,67,0.736842105,19
58,62,0.736842105,19
33,79,0.578947368,19
23,48,0.5,18
41,107,0.222222222,18
9,72,0.222222222,18
157,164,0.5,18
62,236,0.5,18
28,39,0.333333333,18
27,121,0.555555556,18
32,45,0.722222222,18
84,238,0.444444444,18
1,11,0.5,18
99,266,0.5,18
17,76,0.444444444,18
106,122,0.555555556,18
6,107,0.611111111,18
122,131,0.5,18
164,254,0.388888889,18
39,266,0.222222222,18
62,516,0.611111111,18
23,120,0.5,18
37,64,0.222222222,18
15,20,0.444444444,18
33,555,0.5,18
27,141,0.611111111,18
40,104,0.5,18
33,102,0.277777778,18
33,122,0.5,18
121,412,0.555555556,18
33,86,0.277777778,18
79,111,0.555555556,18
62,68,0.388888889,18
59,106,0.555555556,18
60,107,0.666666667,18
32,82,0.5,18
25,254,0.777777778,18
107,133,0.555555556,18
57,120,0.611111111,18
75,203,0.277777778,18
86,164,0.388888889,18
3,79,0.5,18
84,91,0.388888889,18
5,122,0.388888889,18
11,50,0.388888889,18
56,102,0.555555556,18
78,122,0.444444444,18
68,203,0.722222222,18
120,133,0.5,18
10,24,0.555555556,18
28,238,0.611111111,18
84,106,0.722222222,18
35,72,0.222222222,18
20,268,0.444444444,18
55,104,0.611111111,18
67,141,0.5,18
36,76,0.5,18
56,163,0.5,18
28,163,0.611111111,18
5,91,0.277777778,18
57,245,0.333333333,18
29,154,0.611111111,18
77,164,0.333333333,18
24,89,0.833333333,18
5,72,0.388888889,18
54,105,0.611111111,18
86,432,0.611111111,18
19,30,0.555555556,18
92,106,0.388888889,18
9,106,0.5,18
5,516,0.666666667,18
106,145,0.611111111,18
141,142,0.333333333,18
29,113,0.444444444,18
141,236,0.555555556,18
29,111,0.444444444,18
48,92,0.666666667,18
20,50,0.611111111,18
2,555,0.444444444,18
29,92,0.555555556,18
78,164,0.555555556,18
58,141,0.611111111,18
10,203,0.388888889,18
2,35,0.388888889,18
202,555,0.5,18
31,68,0.5,18
62,74,0.352941176,17
30,122,0.647058824,17
67,121,0.411764706,17
19,427,0.352941176,17
60,203,0.470588235,17
19,75,0.470588235,17
6,141,0.588235294,17
19,82,0.352941176,17
2,120,0.294117647,17
1,32,0.411764706,17
99,121,0.705882353,17
53,63,0.470588235,17
2,106,0.235294118,17
121,202,0.529411765,17
35,238,0.470588235,17
29,56,0.352941176,17
24,43,0.647058824,17
24,90,0.647058824,17
121,432,0.588235294,17
106,245,0.470588235,17
141,143,0.411764706,17
19,202,0.647058824,17
121,238,0.470588235,17
163,266,0.294117647,17
24,497,0.470588235,17
19,133,0.529411765,17
77,111,0.529411765,17
102,122,0.411764706,17
11,61,0.352941176,17
29,84,0.294117647,17
24,98,0.411764706,17
107,222,0.588235294,17
32,133,0.588235294,17
122,245,0.294117647,17
82,92,0.529411765,17
80,102,0.411764706,17
54,80,0.705882353,17
99,555,0.176470588,17
80,92,0.470588235,17
11,161,0.529411765,17
29,63,0.588235294,17
56,131,0.470588235,17
236,555,0.411764706,17
79,238,0.647058824,17
29,412,0.705882353,17
36,81,0.705882353,17
63,131,0.705882353,17
25,141,0.470588235,17
36,82,0.411764706,17
59,150,0.529411765,17
92,145,0.411764706,17
18,24,0.529411765,17
18,141,0.470588235,17
92,122,0.470588235,17
30,57,0.588235294,17
33,254,0.647058824,17
48,57,0.588235294,17
76,84,0.294117647,17
23,245,0.588235294,17
35,39,0.294117647,17
62,98,0.294117647,17
104,268,0.235294118,17
48,102,0.411764706,17
9,58,0.647058824,17
107,115,0.470588235,17
64,89,0.588235294,17
31,122,0.705882353,17
78,236,0.470588235,17
12,54,0.647058824,17
27,62,0.705882353,17
9,113,0.529411765,17
105,121,0.529411765,17
19,45,0.705882353,17
157,267,0.470588235,17
86,238,0.470588235,17
63,111,0.529411765,17
2,86,0.352941176,17
11,240,0.470588235,17
133,154,0.588235294,17
17,113,0.529411765,17
57,92,0.588235294,17
86,412,0.470588235,17
107,420,0.470588235,17
62,238,0.529411765,17
57,106,0.470588235,17
43,104,0.705882353,17
36,72,0.352941176,17
60,62,0.529411765,17
57,113,0.470588235,17
57,122,0.647058824,17
5,99,0.352941176,17
14,30,0.647058824,17
11,268,0.470588235,17
27,33,0.294117647,17
78,106,0.470588235,17
20,161,0.352941176,17
82,86,0.352941176,17
75,157,0.647058824,17
12,121,0.588235294,17
20,38,0.5625,16
29,145,0.25,16
29,245,0.375,16
106,266,0.5,16
25,99,0.5,16
19,238,0.4375,16
21,79,0.4375,16
32,105,0.6875,16
24,240,0.625,16
104,126,0.4375,16
33,84,0.3125,16
107,142,0.375,16
107,421,0.375,16
23,82,0.625,16
113,245,0.3125,16
35,74,0.625,16
28,98,0.6875,16
31,111,0.625,16
33,266,0.125,16
28,122,0.75,16
107,497,0.375,16
23,131,0.625,16
105,145,0.4375,16
36,222,0.5625,16
27,29,0.5625,16
33,78,0.625,16
35,80,0.625,16
17,91,0.5625,16
111,122,0.8125,16
19,111,0.5,16
29,72,0.5,16
35,154,0.625,16
17,75,0.5,16
19,67,0.375,16
107,240,0.6875,16
33,76,0.5625,16
28,106,0.625,16
28,72,0.3125,16
32,432,0.75,16
33,54,0.1875,16
106,131,0.4375,16
33,63,0.625,16
21,23,0.6875,16
14,23,0.625,16
53,203,0.375,16
10,62,0.4375,16
131,154,0.5,16
10,57,0.5625,16
10,32,0.5,16
55,107,0.5625,16
6,24,0.5625,16
75,555,0.25,16
63,266,0.6875,16
89,131,0.6875,16
122,254,0.5625,16
89,141,0.5625,16
3,57,0.5625,16
55,64,0.4375,16
63,154,0.6875,16
41,141,0.4375,16
12,203,0.625,16
9,420,0.4375,16
81,266,0.5,16
63,75,0.4375,16
62,432,0.625,16
141,222,0.5,16
91,157,0.4375,16
62,82,0.5625,16
5,60,0.3125,16
4,64,0.375,16
84,113,0.4375,16
92,164,0.5,16
84,122,0.5,16
84,133,0.4375,16
11,34,0.375,16
11,110,0.375,16
202,254,0.4375,16
5,14,0.375,16
141,427,0.4375,16
72,254,0.625,16
72,266,0.375,16
57,154,0.625,16
44,107,0.5625,16
82,121,0.4375,16
56,76,0.3125,16
64,498,0.75,16
141,240,0.5625,16
44,64,0.3125,16
62,133,0.3125,16
99,120,0.625,16
203,420,0.3125,16
39,254,0.625,16
14,29,0.625,16
9,68,0.3125,16
2,17,0.4375,16
145,202,0.375,16
79,236,0.8125,16
79,412,0.3125,16
121,427,0.625,16
39,163,0.5,16
2,36,0.5625,16
39,92,0.3125,16
39,203,0.3125,16
145,163,0.625,16
9,111,0.375,16
81,86,0.5,16
14,39,0.625,16
102,105,0.375,16
59,131,0.4375,16
245,266,0.625,16
80,154,0.4375,16
2,59,0.75,16
80,122,0.4375,16
14,56,0.1875,16
48,154,0.375,16
9,75,0.6,15
33,157,0.933333333,15
59,432,0.466666667,15
36,516,0.533333333,15
48,266,0.666666667,15
36,102,0.533333333,15
67,86,0.733333333,15
57,163,0.4,15
21,203,0.466666667,15
24,50,0.666666667,15
14,57,0.6,15
10,77,0.666666667,15
84,164,0.466666667,15
64,223,0.266666667,15
86,113,0.6,15
92,154,0.666666667,15
105,245,0.6,15
14,80,0.4,15
14,122,0.733333333,15
31,113,0.466666667,15
92,111,0.6,15
48,82,0.6,15
48,80,0.533333333,15
32,91,0.466666667,15
59,60,0.466666667,15
62,99,0.666666667,15
9,245,0.733333333,15
143,203,0.466666667,15
21,33,0.4,15
63,102,0.4,15
20,115,0.333333333,15
131,238,0.533333333,15
63,120,0.533333333,15
59,61,0.533333333,15
32,126,0.6,15
57,222,0.8,15
63,164,0.533333333,15
6,84,0.333333333,15
58,121,0.466666667,15
131,245,0.466666667,15
36,113,0.333333333,15
10,31,0.733333333,15
18,104,0.533333333,15
23,122,0.4,15
48,68,0.533333333,15
60,555,0.333333333,15
157,236,0.4,15
22,64,0.266666667,15
33,48,0.466666667,15
23,154,0.466666667,15
17,202,0.466666667,15
54,163,0.666666667,15
2,145,0.333333333,15
89,203,0.6,15
3,35,0.333333333,15
3,31,0.466666667,15
29,131,0.533333333,15
53,145,0.333333333,15
27,157,0.733333333,15
79,420,0.466666667,15
77,99,0.466666667,15
77,105,0.6,15
203,516,0.666666667,15
2,254,0.533333333,15
111,120,0.533333333,15
29,80,0.666666667,15
29,77,0.4,15
2,131,0.466666667,15
107,119,0.533333333,15
78,81,0.666666667,15
121,222,0.466666667,15
99,157,0.666666667,15
53,120,0.533333333,15
78,111,0.866666667,15
35,223,0.466666667,15
19,122,0.4,15
28,131,0.533333333,15
39,122,0.6,15
121,420,0.4,15
79,98,0.533333333,15
2,23,0.4,15
102,154,0.4,15
27,79,0.466666667,15
90,107,0.6,15
53,62,0.533333333,15
236,412,0.466666667,15
122,266,0.333333333,15
39,59,0.6,15
24,143,0.666666667,15
11,150,0.133333333,15
53,254,0.4,15
17,238,0.666666667,15
72,145,0.533333333,15
72,203,0.466666667,15
9,39,0.466666667,15
72,555,0.466666667,15
24,432,0.666666667,15
141,420,0.4,15
25,36,0.666666667,15
13,141,0.466666667,15
12,53,0.333333333,15
20,37,0.4,15
75,86,0.533333333,15
75,121,0.666666667,15
19,60,0.4,15
30,75,0.733333333,15
107,223,0.466666667,15
30,84,0.533333333,15
55,141,0.466666667,15
75,254,0.733333333,15
43,64,0.466666667,15
80,164,0.466666667,15
30,154,0.666666667,15
121,142,0.4,15
56,67,0.6,15
104,222,0.266666667,15
13,62,0.428571429,14
54,67,0.642857143,14
54,81,0.428571429,14
9,81,0.5,14
57,75,0.428571429,14
9,91,0.428571429,14
54,99,0.5,14
20,85,0.142857143,14
57,131,0.714285714,14
57,202,0.714285714,14
12,78,0.357142857,14
20,26,0.571428571,14
89,121,0.357142857,14
54,238,0.357142857,14
54,236,0.571428571,14
21,36,0.571428571,14
54,202,0.428571429,14
58,145,0.571428571,14
21,56,0.428571429,14
54,113,0.5,14
54,106,0.5,14
21,78,0.5,14
104,498,0.142857143,14
13,23,0.571428571,14
105,254,0.5,14
115,157,0.785714286,14
9,30,0.5,14
33,163,0.571428571,14
111,245,0.285714286,14
111,254,0.285714286,14
3,76,0.5,14
30,56,0.714285714,14
76,80,0.5,14
30,77,0.714285714,14
75,266,0.642857143,14
25,106,0.5,14
82,102,0.357142857,14
25,78,0.785714286,14
3,145,0.571428571,14
30,254,0.785714286,14
30,266,0.285714286,14
25,59,0.5,14
75,84,0.428571429,14
25,57,0.428571429,14
25,54,0.785714286,14
76,122,0.285714286,14
76,154,0.428571429,14
3,17,0.357142857,14
79,91,0.285714286,14
27,555,0.357142857,14
1,24,0.571428571,14
80,89,0.642857143,14
79,222,0.642857143,14
79,143,0.5,14
27,107,0.857142857,14
79,105,0.5,14
28,91,0.285714286,14
3,14,0.428571429,14
79,81,0.428571429,14
78,238,0.714285714,14
2,48,0.428571429,14
2,57,0.571428571,14
2,77,0.642857143,14
2,266,0.357142857,14
238,555,0.428571429,14
31,58,0.428571429,14
72,131,0.5,14
72,84,0.214285714,14
61,64,0.357142857,14
6,555,0.642857143,14
157,202,0.5,14
84,516,0.214285714,14
61,120,0.357142857,14
154,245,0.642857143,14
22,104,0.571428571,14
32,142,0.357142857,14
60,145,0.428571429,14
32,53,0.142857143,14
32,429,0.5,14
33,57,0.571428571,14
59,236,0.357142857,14
105,555,0.285714286,14
145,223,0.5,14
59,164,0.571428571,14
33,154,0.285714286,14
63,72,0.5,14
63,92,0.571428571,14
72,77,0.571428571,14
31,91,0.357142857,14
72,76,0.785714286,14
31,72,0.285714286,14
84,111,0.428571429,14
203,412,0.5,14
84,163,0.357142857,14
5,25,0.642857143,14
5,30,0.714285714,14
5,67,0.428571429,14
6,106,0.428571429,14
64,268,0.5,14
31,99,0.571428571,14
5,202,0.642857143,14
35,163,0.642857143,14
6,17,0.428571429,14
6,54,0.571428571,14
63,245,0.714285714,14
5,238,0.642857143,14
516,555,0.571428571,14
90,141,0.571428571,14
104,161,0.357142857,14
102,164,0.571428571,14
39,154,0.428571429,14
36,223,0.571428571,14
120,238,0.428571429,14
102,113,0.357142857,14
102,427,0.5,14
98,157,0.428571429,14
36,412,0.714285714,14
99,203,0.571428571,14
18,32,0.857142857,14
18,62,0.285714286,14
45,84,0.285714286,14
16,20,0.642857143,14
99,122,0.571428571,14
92,412,0.642857143,14
38,104,0.642857143,14
96,104,0.642857143,14
19,39,0.285714286,14
14,77,0.5,14
98,266,0.357142857,14
39,145,0.357142857,14
17,111,0.428571429,14
39,80,0.285714286,14
39,57,0.571428571,14
36,133,0.642857143,14
14,63,0.642857143,14
39,76,0.428571429,14
35,164,0.428571429,14
117,203,0.538461538,13
10,54,0.769230769,13
72,92,0.307692308,13
22,32,0.538461538,13
45,54,0.615384615,13
37,62,0.461538462,13
131,516,0.384615385,13
58,77,0.461538462,13
31,75,0.538461538,13
20,201,0.307692308,13
68,157,0.692307692,13
84,105,0.307692308,13
24,103,0.615384615,13
104,142,0.538461538,13
203,238,0.538461538,13
68,92,0.384615385,13
86,163,0.461538462,13
68,86,0.615384615,13
202,203,0.384615385,13
72,120,0.538461538,13
74,107,0.692307692,13
59,238,0.384615385,13
92,163,0.384615385,13
30,76,0.615384615,13
25,121,0.692307692,13
57,72,0.538461538,13
30,92,0.538461538,13
75,145,0.538461538,13
25,86,0.615384615,13
59,412,0.538461538,13
25,80,0.307692308,13
30,164,0.615384615,13
104,114,0.615384615,13
20,127,0.307692308,13
75,77,0.692307692,13
75,76,0.307692308,13
3,254,0.538461538,13
10,78,0.384615385,13
145,238,0.384615385,13
113,154,0.153846154,13
33,72,0.538461538,13
17,163,0.461538462,13
50,104,0.538461538,13
5,21,0.692307692,13
48,113,0.538461538,13
18,54,0.230769231,13
9,99,0.769230769,13
48,516,0.538461538,13
9,21,0.461538462,13
48,105,0.384615385,13
14,33,0.230769231,13
23,81,0.538461538,13
23,75,0.307692308,13
105,120,0.384615385,13
113,266,0.384615385,13
120,122,0.615384615,13
34,107,0.615384615,13
34,104,0.615384615,13
61,104,0.384615385,13
23,63,0.846153846,13
14,164,0.538461538,13
34,64,0.538461538,13
62,421,0.538461538,13
157,432,0.307692308,13
62,81,0.538461538,13
59,72,0.538461538,13
36,238,0.538461538,13
14,154,0.307692308,13
31,236,0.538461538,13
24,44,0.615384615,13
5,53,0.230769231,13
5,82,0.307692308,13
14,76,0.461538462,13
64,143,0.692307692,13
106,154,0.461538462,13
32,516,0.769230769,13
35,53,0.461538462,13
86,105,0.692307692,13
64,117,0.538461538,13
32,240,0.692307692,13
14,412,0.461538462,13
58,254,0.384615385,13
154,164,0.615384615,13
61,62,0.461538462,13
9,133,0.461538462,13
9,131,0.384615385,13
50,78,0.538461538,13
31,202,0.307692308,13
39,63,0.615384615,13
82,120,0.461538462,13
56,238,0.384615385,13
16,104,0.538461538,13
27,86,0.538461538,13
35,113,0.384615385,13
2,122,0.307692308,13
17,68,0.384615385,13
19,50,0.461538462,13
121,223,0.384615385,13
266,412,0.384615385,13
79,202,0.538461538,13
17,39,0.461538462,13
122,163,0.461538462,13
56,98,0.692307692,13
107,268,0.538461538,13
41,86,0.538461538,13
3,5,0.384615385,13
79,240,0.615384615,13
3,9,0.384615385,13
254,421,0.307692308,13
12,67,0.615384615,13
28,60,0.230769231,13
27,56,0.461538462,13
133,254,0.384615385,13
19,412,0.615384615,13
35,105,0.769230769,13
17,58,0.461538462,13
78,222,0.384615385,13
53,59,0.538461538,13
78,105,0.384615385,13
141,498,0.615384615,13
77,427,0.307692308,13
2,78,0.307692308,13
240,555,0.384615385,13
78,82,0.538461538,13
27,72,0.461538462,13
2,5,0.230769231,13
29,44,0.615384615,13
12,145,0.692307692,13
141,421,0.692307692,13
245,412,0.230769231,13
39,56,0.307692308,13
3,36,0.615384615,13
27,266,0.538461538,13
19,117,0.538461538,13
25,157,0.461538462,13
56,113,0.461538462,13
17,18,0.230769231,13
427,555,0.384615385,13
1,20,0.384615385,13
53,102,0.538461538,13
54,68,0.846153846,13
25,203,0.307692308,13
81,84,0.384615385,13
122,236,0.461538462,13
76,111,0.538461538,13
76,92,0.384615385,13
20,89,0.538461538,13
238,254,0.615384615,13
54,98,0.769230769,13
19,91,0.307692308,13
11,498,0.153846154,13
3,86,0.307692308,13
102,202,0.583333333,12
33,67,0.666666667,12
145,497,0.666666667,12
145,412,0.583333333,12
2,19,0.75,12
106,111,0.666666667,12
63,157,0.5,12
31,432,0.583333333,12
63,236,0.75,12
39,245,0.75,12
21,555,0.25,12
63,420,0.583333333,12
27,78,0.5,12
39,131,0.583333333,12
106,113,0.416666667,12
62,142,0.666666667,12
27,203,0.583333333,12
154,238,0.416666667,12
27,120,0.583333333,12
80,105,0.333333333,12
120,516,0.416666667,12
32,119,0.583333333,12
2,54,0.333333333,12
22,141,0.5,12
157,222,0.583333333,12
115,141,0.5,12
62,202,0.666666667,12
60,80,0.416666667,12
7,20,0.416666667,12
6,254,0.083333333,12
254,432,0.5,12
60,86,0.583333333,12
150,157,0.416666667,12
48,75,0.416666667,12
63,99,0.75,12
23,60,0.416666667,12
32,41,0.583333333,12
421,555,0.5,12
84,420,0.5,12
28,236,0.333333333,12
6,32,0.583333333,12
72,157,0.583333333,12
17,98,0.166666667,12
29,164,0.583333333,12
3,266,0.25,12
3,29,0.5,12
82,145,0.666666667,12
29,122,0.666666667,12
72,154,0.5,12
107,117,0.5,12
17,236,0.416666667,12
72,106,0.25,12
72,78,0.25,12
24,150,0.583333333,12
29,89,0.666666667,12
203,497,0.583333333,12
76,113,0.333333333,12
75,79,0.5,12
78,113,0.75,12
30,102,0.916666667,12
3,92,0.666666667,12
30,79,0.25,12
30,80,0.416666667,12
98,121,0.333333333,12
3,84,0.333333333,12
30,86,0.416666667,12
3,77,0.333333333,12
3,164,0.5,12
76,91,0.25,12
25,77,0.666666667,12
30,35,0.5,12
113,131,0.583333333,12
30,245,0.5,12
96,141,0.5,12
16,24,0.333333333,12
68,266,0.833333333,12
17,420,0.583333333,12
64,119,0.333333333,12
5,44,0.5,12
107,136,0.25,12
5,75,0.5,12
2,84,0.166666667,12
5,117,0.166666667,12
27,28,0.666666667,12
5,497,0.833333333,12
2,245,0.416666667,12
23,164,0.75,12
64,103,0.75,12
27,32,0.5,12
27,36,0.416666667,12
48,67,0.833333333,12
64,96,0.583333333,12
120,412,0.583333333,12
77,412,0.5,12
26,141,0.75,12
77,238,0.5,12
31,82,0.333333333,12
5,10,0.583333333,12
29,58,0.416666667,12
67,203,0.5,12
4,141,0.5,12
68,77,0.666666667,12
24,96,0.416666667,12
77,202,0.75,12
29,67,0.5,12
45,78,0.333333333,12
26,104,0.5,12
104,136,0.416666667,12
17,72,0.25,12
33,75,0.416666667,12
63,516,0.5,12
10,84,0.666666667,12
141,432,0.5,12
21,62,0.583333333,12
57,427,0.416666667,12
13,121,0.333333333,12
50,107,0.5,12
50,141,0.5,12
105,203,0.666666667,12
19,53,0.583333333,12
117,145,0.666666667,12
56,164,0.416666667,12
21,86,0.416666667,12
10,23,0.416666667,12
48,163,0.416666667,12
12,31,0.583333333,12
58,86,0.416666667,12
19,240,0.5,12
20,55,0.666666667,12
59,113,0.583333333,12
48,164,0.416666667,12
21,131,0.583333333,12
91,105,0.583333333,12
86,236,0.083333333,12
21,121,0.75,12
11,429,0.5,12
59,82,0.333333333,12
11,267,0.583333333,12
11,90,0.75,12
59,122,0.416666667,12
36,68,0.583333333,12
89,145,0.5,12
53,54,0.333333333,12
57,143,0.75,12
33,98,0.75,12
